run,seed,generation,best_accuracy_percent,best_fmeasure,tree_size,expression,expression_with_column_names
8,486,98,81.420765,0.291667,5,"((x8 - 4) + x5)","((irradiat - 4) + degree_of_malignancy)"
8,486,99,81.420765,0.291667,5,"((x8 - 4) + x5)","((irradiat - 4) + degree_of_malignancy)"
8,486,100,81.420765,0.291667,5,"((x8 - 4) + x5)","((irradiat - 4) + degree_of_malignancy)"
9,487,1,79.234973,0.344828,7,"((x8 - 2) + (x7 / 0))","((irradiat - 2) + (breast_quad / 0))"
9,487,2,79.234973,0.344828,9,"((x8 - 2) + ((x5 * x4) / 0))","((irradiat - 2) + ((degree_of_malignancy * node_caps) / 0))"
9,487,3,79.234973,0.344828,7,"((x8 - 2) + (x7 / 0))","((irradiat - 2) + (breast_quad / 0))"
9,487,4,79.234973,0.344828,5,"((x8 - 2) + x8)","((irradiat - 2) + irradiat)"
9,487,5,80.327869,0.142857,11,"((x8 - 2) + ((x7 - x4) / (x8 - 2)))","((irradiat - 2) + ((breast_quad - node_caps) / (irradiat - 2)))"
9,487,6,80.874317,0.186047,11,"((x8 - 2) + ((x7 - x4) / (x8 * 2)))","((irradiat - 2) + ((breast_quad - node_caps) / (irradiat * 2)))"
9,487,7,80.874317,0.186047,11,"((x8 - 2) + ((x7 - x4) / (x8 * 2)))","((irradiat - 2) + ((breast_quad - node_caps) / (irradiat * 2)))"
9,487,8,80.874317,0.385965,15,"(((x7 / 0) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((breast_quad / 0) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,9,80.874317,0.385965,15,"(((x7 / 0) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((breast_quad / 0) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,10,81.420765,0.260870,11,"((x8 - 2) + ((x7 - x4) * (x8 - x4)))","((irradiat - 2) + ((breast_quad - node_caps) * (irradiat - node_caps)))"
9,487,11,82.513661,0.407407,15,"(((x8 / x7) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((irradiat / breast_quad) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,12,82.513661,0.407407,15,"(((x8 / x7) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((irradiat / breast_quad) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,13,82.513661,0.407407,15,"(((x8 / x7) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((irradiat / breast_quad) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,14,82.513661,0.407407,15,"(((x8 / x7) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((irradiat / breast_quad) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,15,82.513661,0.407407,15,"(((x8 / x7) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((irradiat / breast_quad) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
9,487,16,82.513661,0.407407,15,"(((x8 / x7) - 2) + ((x7 - x4) / (x8 - (x4 / x8))))","(((irradiat / breast_quad) - 2) + ((breast_quad - node_caps) / (irradiat - (node_caps / irradiat))))"
